,nickname,userid,content,likecount,time,name
699,JuneTonya,554498469,除非双向暗恋！不然知道也等于不知道,806,2020-09-21 21:55:35,沦陷
700,RuIlalla,1351090831,知道但可能不确定所以不会轻易去拆穿,800,2020-09-20 23:38:14,沦陷
701,乔左右yukari,1815429487,有点羡慕舔狗  他起码敢上去舔  我这种不敢靠近的人叫啥  叫眺望狗,689,2021-04-18 10:35:50,沦陷
702,心动延迟--,1424663497,想知道被吻到腿软是什么感觉。,6523,2021-02-23 22:33:12,窒息
703,清华认证女友,3532522767,谈什么狗屁爱情，老娘要考全级第一。,6256,2021-02-25 00:18:46,窒息
704,别举高高,325979523,“我理解的爱是你眼里除了我没有别人”,4290,2021-02-24 18:16:12,窒息
705,九温茶三,544149994,“亲手删了自己喜欢的人站出来”,3615,2021-12-05 04:54:30,窒息
706,猴蛋蛋的忧桑,1681611309,“一辈子这么长干嘛急着在十几岁找到真爱”,2763,2021-02-23 20:44:54,窒息
707,三两桃枝,440359830,当男生对你说：我爸妈又催我找对象了他其实是在暗示你你得回他：你也有爸妈啊？,2499,2021-02-23 20:28:58,窒息
708,腹黑无情冷少_,3577918325,你装逼摇头那瞬间，我看见了这辈子最大的雪,2050,2021-02-25 22:09:30,窒息
709,按Z键逃离世界,3238272893,请你用绝对清醒的理智压抑不该有的情绪,2011,2021-02-25 18:26:02,窒息
710,你桃不掉的_,1535503063,好家伙涉及到我的盲区了[呆],1893,2021-02-25 07:57:31,窒息
711,小羊希希,1345176071,你崩溃到凌晨两点半 他睡到早上八点自然醒,1710,2021-02-25 02:20:35,窒息
712,在欠缺氧气的被窝里交换长吻,1640681117,为什么两个相爱的人总有吵不完的架。,1359,2021-02-24 09:17:19,窒息
713,今天抱我了吗V,1950839024,“问你最后一个问题”“你宁愿错过”“也不愿意主动是吗”,1208,2021-10-08 09:57:32,窒息
714,Redemption-X_,2140340002,“女友车祸身亡，他浑浑噩噩求神拜鬼，终于途径与她再见一面，他像过去那样剪了头熨了衬衣，刚要倾诉思念，却见她张开血盆大口扑了过来，吓得他落荒而逃，她站在原地俏皮的笑着：“笨蛋，这回不敢再想我了吧，要好好活着喔”。,1008,2021-02-24 01:05:57,窒息
715,烨烨子_TTpP,1515636204,自我介绍一下，17岁，四肢健全，大小便正常，从小独立呼吸，一天可以吃三顿，会玩智能手机，未来可期,955,2021-07-22 12:27:58,窒息
716,日斤是昕,1470164689,期待男人回信息是倒霉的第一步,895,2021-12-08 15:42:59,窒息
717,宠悦狂魔,1819451666,希望听到这首歌的人   都可以拥有另一半陪你度过每一个晚秋🤗,1166,2021-11-08 19:07:30,爱在晚秋之前
718,与我的回忆,1470974427,是emo电台来的姐妹都yyds！！！,579,2021-11-05 23:17:21,爱在晚秋之前
719,Dear-独善其身,307052084,5.20之前没有999+我倒立喝稀饭[多多捂脸],347,2022-03-21 08:51:12,爱在晚秋之前
720,念与晚星_pog,1387996114,秋天真好啊穿大大的卫衣喝热呼呼的奶茶看落日余晖吹温柔晚风这一切都温柔的刚好,345,2022-04-02 23:53:07,爱在晚秋之前
721,把诗折,1426847260,世界上有五种嘛： 在嘛、你好嘛、出去玩嘛、您有事嘛，还有你干嘛哈哈哎哟,244,2022-08-01 21:43:21,爱在晚秋之前
722,越级击杀ss,255372976,歌是甜歌，可惜我没有girlfriend,199,2021-11-19 20:43:15,爱在晚秋之前
723,清蒸芒果干,375995937,为楼上那位朋友不倒立喝稀饭做个小努力哈哈哈哈,156,2022-05-05 09:40:38,爱在晚秋之前
724,MayIaskdontkonw,549404170,我坦白[流泪]看到封面开始是不想点进来的，谁知道这么好听,112,2022-07-21 14:21:41,爱在晚秋之前
725,恋冬日,1429034957,那你呢 你用真心换到真心了吗,104,2021-12-18 10:33:33,爱在晚秋之前
726,Xiqqy,1864123333,可恶a这么好听滴歌为什么不99999+呀可恶可恶可恶！！！！,79,2022-01-21 22:07:24,爱在晚秋之前
727,Kalopsia_,73132845,等秋天来了 我们再重新认识一次 好不好,44,2022-01-19 14:39:08,爱在晚秋之前
728,33-Beomgyu,4006219354,可千万别被某音某手发现啊,44,2021-12-20 12:07:25,爱在晚秋之前
729,芋圆圆圆圆o,1482349953,分享欲靠回应延续 你要知道让人开心的不是讲废话这件事本身 我们喜欢的是即使讲了一堆废话 但还是被认真回复的感觉 是事事有回应这件事 把开心加了倍  有说废话的地方人会变得很幸福,37,2021-12-31 14:47:39,爱在晚秋之前
730,ElizabetHugxiY,1936964092,山赶着山 人赶着人 喜欢的东西就一定要拥有吗 葡萄藤上开不出百合花 找不到答案的时候就找自己.,36,2022-05-13 18:31:24,爱在晚秋之前
731,辰瑾湏,2077845206,从小红书过来的 肚点赞,36,2021-12-10 12:48:53,爱在晚秋之前
732,北岛之信,570058176,女孩把上一任的阴影带给下一任男孩把上一任的亏欠补给下一任,4325,2021-07-11 01:28:54,钟摆
733,原来是二智,1287164974,分享给谁呢 我看到的风景 我的单曲循环 我心里想了一万遍却没说出口的话,3266,2021-07-11 00:22:17,钟摆
734,陈伊娴,3909385341,“嘴上说着不谈恋爱的人，往往心里都装着想等的人.”,1747,2021-07-11 09:57:09,钟摆
735,IlNGI,1637918365,我是因为焉发展的这首歌！！白鸟那个倒立真的绝了！！,1171,2021-08-11 15:30:34,钟摆
736,Lgxii二智,1543322594,“有人看海 有人被爱 有人等你到现在”,1141,2021-07-11 08:02:54,钟摆
737,小艺天下第一,432678186,小王子里有句台词 想要和别人产生羁绊就要承受流泪的风险,1081,2021-08-26 01:13:37,钟摆
738,稚七的稚七,535581544,钟摆中文名：钟摆外文名：zhongbai释义：有时形容人意志的左右不定出处：《死水·静夜》解释1.有时形容人意志的左右不定。2.西方医学催眠的一项手段。时钟机件的一部分，是根据单摆的原理制成的，左右摆动，通过一系列齿轮的作用，使指针以均匀的速度转动。,806,2021-07-11 00:42:32,钟摆
739,红豆蓝莓包,1725387471,见不到你的日子里..我每天都在想你.,706,2021-07-11 20:53:47,钟摆
740,Lgxii二智,1543322594,“你别再后退了，我不向前就是了”,654,2021-07-11 08:00:57,钟摆
741,小猫瞌睡了-Love,1666279742,可惜我是张三李四 是芸芸众生里的普通人,465,2021-07-11 00:44:26,钟摆
742,在逃云,1788872643,抑郁的人在水底，正常人在水面，而我卡在中间，理智不让我沉下去，生活不让我浮上来。,413,2021-07-11 12:26:56,钟摆
743,-浪漫主义小诗人,1796930009,“敲不开的门再敲就不礼貌了.”,400,2021-07-11 10:36:40,钟摆
744,_杏里_,3344504623,坏一坏听着是不是有点像乘风破浪的姐姐？,373,2021-08-20 16:13:50,钟摆
745,一起鼠星星丫,1936830804,被一道数学题难住了，于是我把题目对着天空讲了一遍，毕竟人算不如天算 。,338,2021-08-23 23:12:25,钟摆
746,SN柚念,1428904287,二智的歌先收藏后听已经成习惯了,325,2021-07-11 07:18:35,钟摆
747,78lyyy,1829335314,emo都是装的哥们在狠狠自律学习,2280,2021-09-16 00:34:56,某个夜里
748,CRAZYJERRYZ,263953091,到点了 兄弟们准时emo,1246,2021-09-16 00:23:44,某个夜里
749,浪漫文案馆,1308478130,“ 让人最安心的还是学生时代吃饱饭后拿着一杯冰镇的果汁走回教室时天空中渐渐落下的黄昏” ​​​,1041,2021-09-16 00:07:39,某个夜里
750,也想被抱紧嘛,1705219794,“我存过你的照片， 研究过你的星座，看过你每一条动态，跟朋友炫耀过你，我远比你想象的更喜欢你，但我没说。”,570,2021-09-16 13:23:27,某个夜里
751,Keshi_0321,370687583,我们呢 在不同的地方 不同的世界 看着不同的灯火阑珊 不同的人来人往 不同的环境 接触不同的人 可是这一切却总是在欢声笑语中想起你 ,392,2021-09-16 00:14:22,某个夜里
752,黄色连帽衫,511600740,你大抵没那么深情 只是被深夜和歌曲放大了情绪,273,2021-09-16 00:03:45,某个夜里
753,Aioz林昭良,476755281,mix by 百川 ,215,2021-09-16 00:19:01,某个夜里
754,H7-4,1696730387,发现没？不谈恋爱什么屁事都没有,174,2021-09-16 01:05:56,某个夜里
755,KaiPab,298852908,哪有什么emo 不过是缺少钱和性罢了,142,2022-02-03 18:51:58,某个夜里
756,爱看片,3259357349,玫瑰那么多 就看见你一只白蝴蝶,119,2021-09-16 13:14:25,某个夜里
757,Sheirly-H,107440088,剑已扔 来男人 信息秒回 很粘人,97,2021-12-20 04:16:46,某个夜里
758,嘿不要回头看,404220982,祝每个夜晚emo的女生都能变成emo玲,90,2021-12-02 17:32:11,某个夜里
759,亭亭玉立fe,1787426070,我喜欢的男孩子今天一边哭一边说我真的喜欢你,86,2021-10-23 18:30:16,某个夜里
760,多喝点烫水我的宝,3868777484,为什么隔夜的水不能喝，早上的水下午却能喝，不都是八小时吗？也许是因为夜晚有一种毒，我知道了，是孤独。,79,2022-01-19 11:10:04,某个夜里
761,委屈说给谁T,1963920201,sad不分昼夜 emo整个世界,70,2022-01-21 16:15:21,某个夜里
762,时间尽头有我等你,283452038,“一度怀疑你有没有喜欢过我，可是你真的表现出很多喜欢我的样子，又做出了很多从来没有喜欢过我的事。”,65733,2020-06-18 21:54:46,爱，存在
763,世清o,541120961,“其实在我心里已经娶过她一次了”,57215,2020-06-21 00:03:50,爱，存在
764,郎憨,3274355378,我总不能抢别人的男朋友吧。,49328,2020-06-20 23:37:56,爱，存在
765,小乔加油a,434856126,新版已经发了 听不了的集美们清理一下缓存 第一次正式录太紧张了 大家一起加油,17759,2020-07-18 00:22:10,爱，存在
766,-不知名白日夢想家,1495577203,谁能相信这是一个15岁女孩子的声音...,13226,2020-07-23 13:54:37,爱，存在
767,肆月春_,616088699,应该是自己很喜欢的男孩子和别的女生在一起了的意思吧,9139,2020-06-21 00:21:07,爱，存在
768,如果阴天是快乐,1775126090,但是我明明比她更先喜欢他的啊…,6909,2020-06-22 06:03:36,爱，存在
769,你知道原谅色吗,1338529260,我前任和我说了分手然后无缝连接了,4262,2020-06-21 00:41:41,爱，存在
770,帐号已注销,3408674198,男孩怕辣，每次不注意吃到辣的东西了，女孩都会给他拿一杯牛奶，据女孩说，喝牛奶就会好点。但男孩他不在乎，和女孩在一起也只是因为兄弟起哄。后来他们分手了，他和一个他喜欢的女孩在一起了。那个女孩喜欢吃辣，他也慢慢的陪那个女孩吃辣。不过他都会准备一杯牛奶给那个女孩，她问他为什么要准备牛奶,4211,2020-08-16 08:16:37,爱，存在
771,天天被男人耍,1966031901,辛亏长得丑，没经历过各位的爱恨情仇。,4163,2020-08-20 01:24:06,爱，存在
772,我站在這裡,1980923029,一个定律：“被追到的人反而到最后更痴情。”,4027,2020-08-13 20:28:00,爱，存在
773,逆战网通第一战队卧虎藏龙南楠,345620854,一个新冠肺炎icu患者需要每天输液两瓶白蛋白每瓶425元。丙球蛋白每天八瓶600一瓶。人工心肺机开机就是5万用一天2万。再加上其他药物人力算下来总共71万多元。都是国家买单。你可以批评这个国家很多地方，但你终究会发现，每到生死关头这个你觉得土到掉渣的国家，总会像你的爹妈一样狠狠的拉你一把,3772,2021-03-17 07:34:30,爱，存在
774,jjdjdbi,1954153404,老子不要爱情，老子三年后要985大学通知书。,3636,2020-08-10 11:34:23,爱，存在
775,权志龙_3i2M,1880050981,下辈子做个男的 老娘就不信男的分不清绿茶,3247,2020-07-02 20:24:14,爱，存在
776,不学习你有什么用,3300928429,心理学家说:“男生不找你是真的不想理你，女生不找你是在等你。”,2797,2020-08-10 22:31:56,爱，存在
777,起司烧麦,1747091782,宝子们啊，就算是暗恋，也要像洛枳一样不卑不亢！要记住，在这个世界上有人排着队地对你好，被这么多人宝贝着的你不需要过分纠结地拘泥于那么一个人，努力成为更好的自己才是最最重要的事！不要忘记了，洛枳可是在振华稳坐文科第一宝座的大佬啊！,5651,2022-05-15 21:32:01,暗恋
778,风思起缘定,1706561679,很遗憾吧，那么喜欢连张合照都没有,5321,2022-05-11 16:00:41,暗恋
779,吹不走你背影,481637198,“我们每个人都有秘密概括起来是几句雷同的话，而我的秘密叫做暗恋。所谓浪漫，就是没有后来。就像洛枳在角落偷偷写下的那句：洛枳喜欢盛淮南谁也不知道。”前有张靓颖暗恋大曲《我爱你三个字能倒过来》现有《暗恋》娓娓道出暗恋橘生淮南中洛枳与盛淮南的故事。,2039,2022-04-10 12:23:20,暗恋
780,酸酸辣辣马了顶大-,1698293024,比起他的脸我更熟悉他的背影,1721,2022-05-26 21:13:04,暗恋
781,795X,1784389346,表白成功了家人们😭我们是双向暗恋😭😭,1616,2022-06-19 12:30:10,暗恋
782,用户3911139262,3911139262,14岁开始暗恋一个偶然认识的男生，很帅，是漫画里走出来的男神。他占据了我整个懵懂青春期的心，做梦常常梦到他。因为不在一个学校，给他写过信但都没收过回信。多年后我和别人在一起又分开了。26岁那年我和他重新联系上，才知道他也喜欢我，我小时候给他寄的信都还留着。然后我们在一起了。,1351,2022-05-24 08:40:26,暗恋
783,遥遥万里Leo,3351579795,“晴天 雨天 下雨天 你喜欢哪一个？”,1301,2022-06-03 19:42:43,暗恋
784,想拥有一捧向日葵,449670123,玫瑰在小王子离开的时候说：“我当然爱过你，只是没有让你感受到，是我的不对。”我真的不擅长表达，只会怯生生的喜欢你，或是任性的生闷气。很遗憾没能留住你，但说真的，我那时候超喜欢你,1245,2022-04-12 23:36:41,暗恋
785,Q4-118,3981173071,“故意避开的人应该都很重要吧.”,953,2022-07-02 10:15:46,暗恋
786,我不再是一颗寂寞的星星啊,1297611331,你可以永远相信张靓颖的OST，就连和青春文学电影都可以适配度如此高，还有什么类型的影视剧是张靓颖牌bgm不能搞定的吗？最后升调的那一段副歌也太顶了，画面感极强，想立刻去ktv唱一唱试试,915,2022-04-10 17:28:10,暗恋
787,碳烤番茄渔,427454056,又不是小说，暗恋这么可能成功,743,2022-05-02 18:49:19,暗恋
788,2010-WQY,1831596908,张靓颖为数不多的能听的歌。,673,2022-05-08 12:38:27,暗恋
789,天外来物的薛,1714473443,OST女王张靓颖深情唱出《暗恋》的心酸，歌词将青春与暗恋具象化，化作记录着那个人点滴的日记，为暗恋人再添一首可以唱透心事的循环单曲，妥妥match住了，这不纯纯be美学天花板吗？,634,2022-04-10 17:31:37,暗恋
790,不要em0_,1497187393,“回首亘年漫月里所有怦然心动，他仍拔得头筹。”——致我明恋又暗恋六年的男孩,575,2022-05-01 22:14:06,暗恋
791,一瓶五粮液_,111453970,来日纵使我身边有再多人，都不及你陪伴我的那段时光,546,2022-06-07 23:31:44,暗恋
792,月下的忱,1445955012,拜托，才高考完就有新歌听超酷的好叭,53735,2022-06-09 00:00:35,可
793,袁双存,1463080524,其实等薛之谦的歌很浪漫,31818,2022-06-09 00:01:04,可
794,薛之谦的小蓝话筒,1332161036,“回忆的枷锁困住两颗真心爱过的痕迹灼伤纠葛的灵魂无关彼此地牵扯只有寡言沉默”终于等到老薛的新歌了！！！！🉑🉑🉑,17670,2022-06-09 00:00:20,可
795,JWei_,1377906647,睡醒觉就剩最后两科高考就考完啦！高考考完就可以去干想干的事见想见的人啦！！晚安！,10327,2022-06-09 00:00:29,可
796,小翟有点烦,1558278035,性格里那点果断都拿来告别了,8336,2022-06-09 00:33:15,可
797,RAM-Sir,1977390301,如果有人看见了这条留言，不管你是谁           祝你成功,5490,2022-07-27 09:08:08,可
798,谦窈,440219933,回忆的枷锁困住两颗真心，爱过的痕迹灼伤纠葛的灵魂，无关彼此地牵扯，只有寡言沉默.薛之谦 携手张靓颖 《可》,5277,2022-06-09 00:00:20,可
799,我很帅但是很温柔,3237274157,摸不着的月亮真的看不厌吗,4798,2022-06-09 22:36:53,可
800,_柠城,1746738510,可以再一起聊会儿天吗可以再见面牵一次手吗可以                  吗？我们可以再爱一次吗？,3639,2022-06-09 00:00:31,可
801,周五的张二胖,132143520,可我还要生活，你应该放过我，总有人来爱我，总比现在好过。,3616,2022-06-09 00:01:03,可
802,翻斗花园小美兔,338869893,怀念是惩罚吧 惩罚那些念旧的人 ​​​,3076,2022-06-09 00:08:50,可
803,天空好像哭过诶,645479728,“我知道你以后也会遇到别人，但可不可以慢一点忘记我。”,2360,2022-06-09 00:00:45,可
804,别叫我狗言了,505482892,邓紫棋：什么时候轮到我,2267,2022-06-09 00:13:46,可
805,洋二_er,1475866822,我们没有在一起，我们只是聊了很久的天而已,2107,2022-06-09 00:01:36,可
806,Bruce梁博,1580575984,就不遗憾了，至少我们爱过，所以各自好过好好生活……,1690,2022-06-09 00:26:13,可
807,冲动岁月,135402736,"不是每个人，在你后悔以后都还能站在原地等你。不是每个人，都能在被伤过后可以选择忘记，既往不咎。我不好，但只有一个。珍惜也好, 不珍惜也罢。如果哪天你把我弄丢了，我不再让你找到我。人的感情就像牙齿，掉了就没了，再装也是假的。友情也好，爱情也罢。我若离去，后会无期。",7417,2016-04-25 13:39:15,如果这就是爱情
808,若是还年少,262418723,别陪一直嫌弃你的那个人，别嫌弃一直陪你的那个人,6646,2016-05-05 00:00:06,如果这就是爱情
809,苦艾酒VC,344593533,我爱的歌从不会火，我的评论从来都是淹没，就像我喜欢的人从不喜欢我,5001,2017-07-30 19:18:42,如果这就是爱情
810,卖报纸的少年_,129316296,这歌好听啊，为什么没什么人[皱眉],1649,2016-02-23 17:16:33,如果这就是爱情
811,摘星和云,2129677010,宫崎骏有一段浪漫的语录：其实我很早就知道我们不合适。但是我还是拒绝了所有人陪你走了一段没有结果的路 虽然时间不长 但毕生难忘。留住你和放过你 我都做不到。就像我坐在湖边 以为是海边.我吹着湖边的风 以为吹着的是海风.但湖是湖 海是海.,1590,2022-08-30 20:07:57,如果这就是爱情
812,独自莫凭栏ling,537933243,我只有一点点喜欢你了  我很乖了 我没有闹了  我也没有和别人提到你了  我想了一千遍一万遍 和你在一起的  样子  又觉得 这辈子都不会在一起了  我喜欢你 死不悔改 认真又怂.,1248,2017-08-21 08:48:21,如果这就是爱情
813,LukeGly,397277113,高中喜欢一个女生，但是她有男朋友。等上大学他们分手了，我给在异地读书的她表白，告诉她我喜欢她，她说不可以，异地恋爱很痛苦。我觉得也对，因为我还是个一无所有的学生，我想等毕业以后努力工作挣到钱再告诉她，可前几天她问我：我结婚那天你来吗？,1113,2017-10-05 08:55:36,如果这就是爱情
814,東京雨季2,1889659456,你不是恋爱脑 你只是比较认真 你会幸福的.,1010,2023-01-13 13:48:17,如果这就是爱情
815,婉婉碗婉婉,453162126,终于明白为什么这么多人在网易倾诉内心。因为有些话，那些内心的挣扎，我们都没有立场再去对对方倾诉，或者我们还想保留那么一丝丝已近乎透明的尊严。不想让家人和朋友知道我们不好，所以说给陌生人听，因为忍着太痛，安慰，同情，共鸣，什么都好，我们只是对着所有不认识你的人说着想对你说的话而已。,989,2017-10-27 21:44:10,如果这就是爱情
816,我有点幻,517448339,男孩患了绝症，女孩片刻不离。一名记者被这画面感动了，想用相机将它纪录，男孩挡住了镜头 ，笑着说：“别拍，她以后还要嫁人呢”,824,2017-12-01 14:16:54,如果这就是爱情
817,ios--0718,7957681291,一定要谈恋爱吗 或许一个人更浪漫呢,787,2022-07-25 11:26:26,如果这就是爱情
818,帐号已注销,272519641,今天是2017 10 2  倒过来还是2017 10 2[呲牙]晚安云村的朋友们,707,2017-10-02 22:42:47,如果这就是爱情
819,金桔柠孟茶,6465900083,我是一名初中的学生，我的目标是考上附中，而不是去纠结一个未来与我毫无关联的人到底喜不喜欢我,644,2022-09-22 20:55:30,如果这就是爱情
820,阿鱼北北,622101859,“花根本不贵，贵的是踏进花店的脚步”.,467,2023-03-06 12:05:21,如果这就是爱情
821,和你一起踩单车,1862574927,我一直记得那年学校晚会，我在台上唱这首歌，看到喜欢的女孩子在角落里和她男朋友偷偷亲嘴[流泪][流泪]，顿时好心痛，不知不觉眼泪都唱出来了[流泪][流泪]。所有人都以为是我唱的太入戏。,422,2022-08-14 10:27:49,如果这就是爱情
822,moweiqingying,35963289,在另一版没前奏的画心评论下面都是求前奏版的，这一版有前奏的评论却说前奏是败笔。得不到的永远在骚动，得到了却弃之如敝履。,109314,2015-06-13 13:36:42,画心
823,夏安silence,61460296,难道不觉得前奏就是灵魂吗[憨笑],74293,2015-08-03 17:20:33,画心
824,帐号已注销,16891353,胆子要有多小才会感觉拉拉拉 拉拉拉会恐怖[汗],50911,2014-10-16 02:26:50,画心
825,哎呀你干嘛-_,95805542,她是妖，我自然会杀了她，但作为丈夫，我怎么能放弃她[心碎],20600,2016-07-23 21:21:46,画心
826,guokaiki,69948916,08年华谊拍画皮，请日本音乐人藤原育郎为电影主题曲作曲，藤原将自己03年的一首纯音钢琴曲重新编曲后再由陈少琪填词从而有了画心，并指定张靓颖为演唱者，张靓颖就是这首歌的原唱，画心获那年金像奖最佳原创电影歌曲奖。说翻唱抄袭的歇了吧，翻唱谁，翻唱藤原育郎那架钢琴？你家钢琴会唱歌啊？,20477,2016-07-20 04:47:26,画心
827,鲸鱼海洋,18087506,日本作曲家作曲的。真给力。,13869,2014-10-21 04:58:04,画心
828,丁建国的腿,29817210,我只记得赵薇的台词：她根本不知道什么叫做爱。,12384,2020-08-14 19:35:27,画心
829,别撞我昵称了求你,339238358,我总是能想起《画皮》里周迅演的狐妖被捉妖师甄子丹一刀砍中肩膀，却罔若未觉地站在那里，一动不动的悲凉神色……她看着他抱起自己心爱的妻子，那句对妻子的承诺“不管你是人是妖，我都一样爱你”让站在旁边的她彻底崩溃。原来不管她是什么，你都不会爱我。,10289,2016-12-01 17:04:05,画心
830,脆皮小茴香,9978510,我每次唱都会努力跟着吼吼海豚音,9786,2014-11-26 16:36:10,画心
831,mz02005,40622243,电影画皮的主题曲，你觉得吓人就对了，这首歌无论是作曲还是编曲都是上乘。,9297,2014-11-08 20:47:43,画心
832,南柯故人Nicole,589628103,高中的时候听到这歌感觉很好听，就设置成起床铃，结果第二早上差点没被吓去世。,8696,2020-05-10 14:58:45,画心
833,kikikikihu,344448911,等我有钱了 我就把周深跟靓颖关起来 天天给我啊,7952,2019-06-10 09:00:44,画心
834,小熊的花都枯了,3246269873,不知道为什么前面的“啦啦啦啦啦啦”给我的感觉不是害怕反而是难过,6251,2022-03-19 14:02:56,画心
835,马鸿海_,1341926977,      一千年前，一只狐狸细细的画着一张皮，想成为一个女人；一千年后，女人们细细的画着自己的脸，想要变成只狐狸。,5520,2022-03-23 11:46:53,画心
836,我是你吧吧哦,1621187016,前一首是画皮，后一首是画心，到底是画皮还是画心？,5484,2020-08-02 11:03:35,画心
837,正能靓与颖同行Jane,501051963,上海迪士尼乐园携手华语天后张靓颖，打造属于上海迪士尼五周年主题曲《绽放美妙惊喜》，以全新面貌，全新的姿态展现迪士尼主题，这首歌以全新风格，娓娓动听的旋律，打造完美合作，这是国民女歌手张靓颖第三次与迪士尼的合作，新歌《绽放美妙惊喜》更是美轮美奂，动人心弦。,577,2021-06-16 00:36:31,绽放美妙惊喜
838,两个人不等于我们1,1601999953,迪士尼果然最爱张靓颖！！！,576,2021-06-16 00:38:26,绽放美妙惊喜
839,MysteryStarry,564042950,张靓颖第三次合作迪士尼 不愧是迪士尼御用中国女歌手,481,2021-06-16 00:37:56,绽放美妙惊喜
840,蓝色buyi,18816734,好不容易啊，终于又在网易云听到张靓颖的新歌了，感谢迪士尼[色],215,2021-06-16 00:47:22,绽放美妙惊喜
841,Braida-,1312533804,华语天后张靓颖迪士尼五周年全新主题曲[色],154,2021-06-16 00:59:35,绽放美妙惊喜
842,轻若沐阳,516022808,迪士尼在逃公主罢了，开园请年会请周年请,111,2021-06-16 12:31:23,绽放美妙惊喜
843,KATXCC,274708779,亲爱的游客 希望你们喜欢由中国太平洋保险赞助呈现的奇梦之光幻影秀,86,2022-05-10 19:31:03,绽放美妙惊喜
844,NANCYJZ,130536418,这个现场版超级绝！大家可以去搜饭拍听啊 海豚音掀翻天灵盖！,80,2021-06-16 00:45:43,绽放美妙惊喜
845,全世界最好的玲娜貝兒,119102079,每次烟花结束后听到这首歌总有一种依依不舍的感觉。,77,2022-01-12 13:06:34,绽放美妙惊喜
846,fei墨,133014665,我去这婆娘牛了听得好爽啊果然她不是不行就是懒！！！diva范十足,75,2021-06-16 08:55:12,绽放美妙惊喜
847,是我金崽er,267592296,烟花结束退场，人群之中好欢乐,68,2022-01-04 20:23:32,绽放美妙惊喜
848,大脑斧斧头斧脑,252007099,各位亲爱的游客，我们希望您喜欢由中国太平洋保险赞助呈现的奇梦之光幻影秀，祝您度过一个愉快的夜晚，继续紧握心中信念之光，向更璀璨的未来出发,64,2023-02-15 21:27:38,绽放美妙惊喜
849,Better_O_o_Man,7024010,哈哈哈 看到环球音乐国际的微博里面加了网易云的链接，我立马关了某企鹅手刀跑来这里听[开心]因为没有什么比在云村听大靓颖新歌更爽的事了，有那就是听新专辑了[礼物]新歌好嗨!裙裙好美[嘴唇],59,2021-06-16 01:16:58,绽放美妙惊喜
850,Alasman么,3626362871,我怎么感觉现场比cd还牛！！！,46,2021-06-16 11:09:17,绽放美妙惊喜
851,Emiiiiiii77,280106833,看完烟花之后放的就是这首！(´▽｀)ノ♪我就说是靓靓的声音！,42,2021-10-28 01:45:09,绽放美妙惊喜
852,薛定谔的预警机,129537271,各个版本都听过，最喜欢还是这个版本。张杰和靓颖的唱功无需多言，和杨幂的的版本不同的是，这个版本就像是一对情侣在抒发对美好爱情的向往，而杨幂的版本更容易使人带入到剧情中。总之杨幂的版本更适合做电视剧配乐，而张杰和靓颖的版本较杨幂的版本更加大气。最后给拿到的版权打call[呲牙],8284,2017-12-09 23:19:15,爱的供养
853,空山是你眉目间的温柔,70890357,然后？他们的根在地下紧紧交缠，他们的枝叶在夜空里相望,6105,2018-06-25 19:01:33,爱的供养
854,桃花烧酒,406995699,“晴川你知道我最大的愿望是什么吗？”“一愿大清国运昌盛二愿阿玛额娘身体康健三愿携手晴川 岁岁常相见”,5033,2018-04-30 22:03:22,爱的供养
855,南国有佛名佩琪,577974771,杨幂那个版本是穷养，杰哥的版本听着像是富养。,3642,2020-03-01 22:55:18,爱的供养
856,卑微的承诺不够浪漫,279753940,这两人能让调音师饿死,1850,2019-11-07 07:15:55,爱的供养
857,月满西楼LL,426277053,枝枝相覆盖，叶叶相交通。中有双飞鸟，自名为鸳鸯。仰头相向鸣，夜夜达五更。,1440,2018-06-30 22:46:40,爱的供养
858,无默不然,288065582,欢迎大家收看网易云长篇小说—街边两棵树引发的惨案。,1220,2018-08-15 00:19:10,爱的供养
859,沅有芷兮-AW,549457520,后来道路改线，其中一棵树必须要被移植。人们挖了很久，才发现那条连着的根，最后还是无奈地截断了它。根被截断的那一瞬间，两棵树约好，下辈子还要在一起。,883,2018-05-27 00:24:05,爱的供养
860,仕古特拉本,320306987,杨幂的是电音 ，这个是情歌，是两个不同的版本,794,2019-01-20 11:21:52,爱的供养
861,癞疙宝噻,100298474,张靓颖那句“累了醉倒温柔乡”真的给我一种醉倒温柔乡的感觉 太好听了,706,2020-02-23 20:51:11,爱的供养
862,SooN002,97656903,把你放在手上，合起了手掌？？多大仇,689,2018-12-12 19:36:27,爱的供养
863,KristenSeo,346608873,因为是专业歌手，高潮部分很容易就唱上去了，没有杨幂那种快要破音的撕裂感。怎么形容呢，就是两个大学的学霸小学考试考了满分，和一个小学的学渣靠身边人的帮助终于及格了，(此处小学大学仅指音乐造诣)。,670,2020-03-02 22:29:17,爱的供养
864,猫猫夜里不睡觉,114948032,谁说的，离得这么近，说不定两树的根早就紧紧缠绕在一起，发展了一段你不知道的地下情而已😏,647,2018-03-10 18:51:24,爱的供养
865,不再听情歌123,113206742,少了原版那种让我从病床上爬起来关电视的冲动,606,2022-11-11 12:31:50,爱的供养
866,醉望云卷云舒,310677220,杰哥和张靓颖的唱功不用说了，当然原版杨幂和洛天依的合唱也不错[多多捂脸],485,2019-02-22 00:55:01,爱的供养
867,帐号已注销,69821687,张靓颖唱出来有一种不一样的感觉，喜欢,7754,2015-06-26 20:21:37,离歌 (Live)
